"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Text","At Higher Levels"
"沉默术","PHB'14","275","2环","1 动作","Concentration, up to 10 minutes","幻术 (ritual)","120 尺","声音, 姿势","吟游诗人, 游侠, 牧师","","你指定施法距离内一点，以该点为中心半径 20 尺的球状区域在法术持续时间内将无法产生任何声音，且外界的声音也无法进入该区域内。任何完全位于该区域内的生物和物件都将免疫雷鸣伤害，而任何生物在完全位于该区域内时都将陷入 耳聋。此外，该区域内无法施展包含言语成分的法术。",""
"沉默术","PHB'24","316","2环","1 动作","Concentration, up to 10 minutes","幻术 (ritual)","120 尺","声音, 姿势","吟游诗人, 游侠, 牧师","","在持续时间内，你选择的范围内的点为中心的20英尺半径球体内，无法产生或通过任何声音。完全在球体内的任何生物或物体对雷鸣伤害有免疫，生物在完全在球体内时具有耳聋状态。在那里施放包含口头成分的法术是不可能的。",""
"沙墙术","XGE","170","3环","1 动作","Concentration, up to 10 minutes","塑能","90 尺","声音, 姿势, 材料 (一捧沙)","法师, 法师","","你在距离内你能看到的地表的一点上召唤出由舞动的沙子构成的墙体。你可以制造出的墙体长度至多为 30 尺，高度至多为 10 尺，厚度至多为 10 尺。其将在法术终结时消失。它能阻挡视觉线，但无法阻挡移动。处于墙体所在的空间内的生物目盲，在其中移动时，每移动 1 尺需要消耗 3 尺的移动力。",""
"油腻术","PHB'14","246","1环","1 动作","1 minute","咒法","60 尺","声音, 姿势, 材料 (一小块猪油或奶油)","奇械师, 法师","术士","你在施法距离内指定一点，光滑的油脂以该点为中心覆盖一处 10 尺的方状区域。在法术持续时间内。该区域变为困难地形。油脂出现时，站在其范围内的每个生物必须进行一次敏捷豁免，豁免失败则失足倒地。进入该区域或在区域内结束其回合的生物也必须进行该敏捷豁免，豁免失败则失足倒地。",""
"油腻术","PHB'24","280","1环","1 动作","1 minute","咒法","60 尺","声音, 姿势, 材料 (一小块猪油或奶油)","奇械师, 术士, 法师","","不燃的油脂覆盖在射程内某点为中心的10英尺范围内的地面，并在整个持续期间将其变为困难地形。当油脂出现时，在其区域内站立的每个生物都必须成功进行一次敏捷豁免检定，否则会受到倒地状态影响。进入该区域或在其回合结束时位于那里的生物也必须成功进行该豁免检定，否则会倒地倒地。",""
"治愈之魂","XGE","157","2环","1 附赠动作","Concentration, up to 1 minute","咒法","60 尺","声音, 姿势","德鲁伊, 德鲁伊, 游侠, 游侠","","你召唤出自然精魂抚慰伤员。这个无形的精魂出现在施法距离内你可以看见的一处 5 尺立方空间。精魂看起来像是透明的野兽或是妖精（由你选择）。直到法术结束之前，每次你或者一个你可以看见的生物在回合里第一次进入精魂所占据的空间，或是在其中开始它的回合，你都可以让精魂为它恢复1d6点生命值（无需动作）。精魂不能治疗构装体或不死生物。精魂至多能进行 1+你的施法属性调整值 次治愈（至少能治疗 2 次）。当治愈次数用尽后，精魂就会消失。在你的回合中，你可以用附赠动作来让精魂移动 30 尺至另一处你可见的空间内。"," 升环施法效应. 当你使用三环或更高的法术位施放该法术时，使用的法术位每高一环，治疗值就增加1d6点。"
"治愈真言","PHB'14","250","1环","1 附赠动作","Instantaneous","塑能","60 尺","声音","吟游诗人, 德鲁伊, 牧师","","你指定施法距离内一个你能看见的生物并恢复其生命值，恢复量等于 1d4+你的施法属性调整值。该法术对构装体和不死生物无效。"," 升环施法效应. 使用二环或更高法术位施展该法术时，你使用的法术位每比一环高一环，治疗量就增加 1d4 点。"
"治愈真言","PHB'24","284","1环","1 附赠动作","Instantaneous","防护","60 尺","声音","吟游诗人, 德鲁伊, 牧师","","你能看到的范围内你选择的一个生物恢复等于2d4加上你施法能力调整值的生命值。"," 升环施法效应. 每高于1级的法术槽等级，治疗量增加2d4。"
"治疗祷言","PHB'14","267","2环","10 分钟","Instantaneous","塑能","30 尺","声音","牧师","圣武士","你指定施法距离内至多六个你能看见的生物，并使其每人恢复 2d8+你施法属性调整值的生命值。该法术对不死生物和构装体不产生任何效应。"," 升环施法效应. 当你使用三环或更高法术位施展该法术时，你使用的法术位每比二环高一环，治疗量就增加1d8。"
"治疗祷言","PHB'24","307","2环","10 分钟","Instantaneous","防护","30 尺","声音","圣武士, 牧师","","多达五个你选择的生物，如果在整个施法过程中保持在射程内，将获得一次短休的好处，并且还会恢复2d8点生命值。一个生物在完成一次长休之前，不能再次受到这个法术的影响。"," 升环施法效应. 治疗量随着高于2级的法术位增加，每级增加1d8。"
"法师之手","PHB'14","256","戏法","1 动作","1 minute","咒法","30 尺","声音, 姿势","吟游诗人, 奇械师, 术士, 法师, 邪术师","","一只漂浮的幽灵手出现在施法距离内你指定的一点。幽灵手持续存在至法术终止，或直至你以一个动作解散该法术。如果幽灵手距你的距离超过 30 尺，或者当你再次施展了该法术时，则现存的幽灵手消失不见。你可以用动作控制幽灵手，并通过幽灵手实现一个行为：你可以操控一个物件，或者打开一扇未上锁的门或容器，或者将一件物品放入容器或从容器中取出，或者将小瓶中的内容物倾倒出来。你每次你使用幽灵手时可以令其移动至多 30 尺。该幽灵手不能攻击，也不能激活魔法物品或承载超过 10 磅重的物质。",""
"法师之手","PHB'24","293","戏法","1 动作","1 minute","咒法","30 尺","声音, 姿势","吟游诗人, 奇械师, 术士, 法师, 邪术师","","在你选择的射程内的某一点出现一只幽灵般的、漂浮的手。这只手持续存在直到法术持续时间结束。如果这只手与你的距离超过30英尺，或者你再次施放这个法术，它就会消失。当你施放法术时，你可以使用这只手来操纵一个物体，打开一个未上锁的门或容器，从打开的容器中存放或取出一个物品，或者将小瓶中的内容物倒出来。作为你后续回合中的一个魔法动作，你可以再次控制这只手。作为该动作的一部分，你可以移动这只手最多30英尺。该幽灵手不能攻击，也不能激活魔法物品或承载超过 10 磅重的物质。",""
"法师护甲","PHB'14","256","1环","1 动作","8 hours","防护","触及","声音, 姿势, 材料 (一块鞣制过的皮革)","术士, 法师","","你触碰一个未着装护甲的自愿生物，使其受一个保护性魔法力场环绕直至法术终止。目标的基础 AC 变为 13+它的敏捷调整值。目标着装护甲或你以一个动作解散该法术后法术随之终止。",""
"法师护甲","PHB'24","293","1环","1 动作","8 hours","防护","触及","声音, 姿势, 材料 (一块鞣制过的皮革)","术士, 法师","","你触摸一个自愿的且没有穿戴护甲的生物。直到法术结束，目标的基础AC变为13加上它的敏捷调整值。如果目标穿上护甲，法术会提前结束。",""
"法术反制","PHB'14","228","3环","1 反应","Instantaneous","防护","60 尺","姿势","术士, 法师, 邪术师","","你试图打断一个生物正在施展的一个法术。如果该生物正在施展三环或更低环阶法术，则其法术失败且不产生任何效应。如果该生物正在施展四环或更高环阶法术，则你以施法属性进行一次属性检定，其检定 DC 等于 10+目标法术的环阶。检定成功则目标法术失败且不产生任何效应。"," 升环施法效应. 使用四环或更高法术位施展该法术时，如果被打断法术的环阶不高于你所用的法术位环阶，则该目标法术直接被打断。"
"法术反制","PHB'24","258","3环","1 反应","Instantaneous","防护","60 尺","姿势","术士, 法师, 邪术师","","你试图打断一个正在施法的生物。该生物需要进行一次体质豁免检定。如果豁免失败，法术消散，没有任何效果，用于施放它的动作、附赠动作或反应被浪费。如果那个法术是使用法术位施放的，法术位不会被消耗。",""
"法术无效结界","PHB'14","245","6环","1 动作","Concentration, up to 1 minute","防护","自身 (10-尺 半径)","声音, 姿势, 材料 (一个玻璃质或水晶质的珠子，其将在法术终止时破碎)","术士, 法师","","一个固定的微光屏障从你周围半径 10 尺区域内涌现并在法术持续时间内维持存在。任何在屏障外施放的五环或更低环阶的法术无法影响其内的生物或物件，这些法术即使以升环施法施展也无法突破该限制。这些法术可以以屏障内的生物或物件为目标，但无法对其生效。其效果有如屏障内的区域被排除在法术效应范围之外。"," 升环施法效应. 当你使用七环或更高法术位施展该法术时，你使用的法术位每比六环高一环，屏障能阻挡的法术就高一环。"
"法术无效结界","PHB'24","279","6环","1 动作","Concentration, up to 1 minute","防护","自身 (10-尺 emanation)","声音, 姿势, 材料 (一颗玻璃珠)","术士, 法师","","一个静止的、闪烁的屏障出现在你周围10英尺的辐射范围内，并持续存在直到法术结束。任何5级或更低级别的法术，如果从屏障外施放，就不能影响屏障内的任何东西。这样的法术可以以屏障内的生物和物体为目标，但法术对它们没有效果。同样，屏障内区域也不受此类法术产生的区域效果的影响。"," 升环施法效应. 屏障阻挡的法术等级每超过6级法术位，就增加1级。"
